state,name,agency,type,notes
South Carolina,David Wilkins,South Carolina Aquarium,ngo-nongame,
South Carolina,Mel Bell,South Carolina Department of Natural Resources,state,
South Carolina,Jason Bettinger,South Carolina Department of Natural Resources,state,
South Carolina,Mark Colliins,South Carolina Department of Natural Resources,state,
South Carolina,Doug Cooke,South Carolina Department of Natural Resources,state,
South Carolina,Jarrett Gibbons,South Carolina Department of Natural Resources,state,
South Carolina,Allan Hazel,South Carolina Department of Natural Resources,state,
South Carolina,Billy McCord,South Carolina Department of Natural Resources,state,
South Carolina,Elizabeth Miller,South Carolina Department of Natural Resources,state,
South Carolina,Corbett Norwood,South Carolina Department of Natural Resources,state,
South Carolina,Brock Renkas,South Carolina Department of Natural Resources,state,
South Carolina,David Whitaker,South Carolina Department of Natural Resources,state,
South Carolina,John Cooper,North Carolina Museum of Natural Sciences,ngo-nongame,
South Carolina,Arnold Eversole,Clemson University,school,
South Carolina,Daniel Jones,Clemson University,school,
South Carolina,William Poly,South Carolina Department of Natural Resources,state,
South Carolina,Jennifer Price,South Carolina Department of Natural Resources,state,
South Carolina,Shane Welch,Clemson University,school,
South Carolina,John Alderman,Alderman Environmental Services,business,
South Carolina,Joseph Alderman,Alderman Environmental Services,business,
South Carolina,Arthur Bogan,North Carolina Museum of Natural Sciences,ngo-nongame,
South Carolina,Tom Dickinson,The Catena Group,business,
South Carolina,David Eargle,South Carolina Department of Health and Environmental Control,state,
South Carolina,John Fridell,US Fish and Wildlife Service USFWS,federal,
South Carolina,Eugene Keferl,Coastal Georgia Community College,school,
South Carolina,Eric Krueger,The Nature Conservancy,ngo-nongame,
South Carolina,Tim Savidge,The Catena Group,business,
South Carolina,James Williams,US Geological Survey USGS,federal,
South Carolina,Morgan Wolf,US Fish and Wildlife Service USFWS,federal,
South Carolina,Laura Zimmerman,US Fish and Wildlife Service USFWS,federal,
South Carolina,Paul Johnson,Tennessee Aquarium,ngo-nongame,
South Carolina,Robert Dillon,College of Charleston,school,
South Carolina,William Anderson,College of Charleston,school,
South Carolina,Steve Arnott,South Carolina Department of Natural Resources,state,
South Carolina,Joey Ballenger,South Carolina Department of Natural Resources,state,
South Carolina,Mike Denson,South Carolina Department of Natural Resources,state,
South Carolina,Don Hammond,South Carolina Department of Natural Resources,state,
South Carolina,Erin Levesque,South Carolina Department of Natural Resources,state,
South Carolina,Phil Maier,South Carolina Department of Natural Resources,state,
South Carolina,Bob Martore,South Carolina Department of Natural Resources,state,
South Carolina,John McGovern,National Oceanic and Atmospheric Administration NOAA,federal,
South Carolina,Charles Moore,South Carolina Department of Natural Resources,state,
South Carolina,Marcel Reichert,South Carolina Department of Natural Resources,state,
South Carolina,Fred Rohde,North Carolina Division of Marine Fisheries,state,
South Carolina,Bill Roumillat,South Carolina Department of Natural Resources,state,
South Carolina,George Sedberry,South Carolina Department of Natural Resources,state,
South Carolina,Glenn Ulrich,South Carolina Department of Natural Resources,state,
South Carolina,Pearse Webster,South Carolina Department of Natural Resources,state,
South Carolina,Dennis Allen,University of South Carolina,school,
South Carolina,Bill Anderson,South Carolina Department of Natural Resources,state,
South Carolina,Loren Coen,South Carolina Department of Natural Resources,state,
South Carolina,Stacie Crowe,South Carolina Department of Natural Resources,state,
South Carolina,Larry Delancey,South Carolina Department of Natural Resources,state,
South Carolina,Nancy Hadley,South Carolina Department of Natural Resources,state,
South Carolina,Pam Jutte,South Carolina Department of Natural Resources,state,
South Carolina,Peter Kingsley-Smith,South Carolina Department of Natural Resources,state,
South Carolina,David Knott,South Carolina Department of Natural Resources,state,
South Carolina,Marty Levisen,South Carolina Department of Natural Resources,state,
South Carolina,Elizabeth Wenner,South Carolina Department of Natural Resources,state,
South Carolina,Bob Van Dolah,South Carolina Department of Natural Resources,state,
South Carolina,Arnie Eversole,Clemson University,school,
South Carolina,Steve Stacyk,University of South Carolina,school,
South Carolina,Wade Worthen,Furman University,school,
South Carolina,Lynn Smith,Columbia University,school,
South Carolina,Boris Kondraieff,Colorado State University,school,
South Carolina,Al Wheeler,Clemson University,school,
South Carolina,Brian Scholtens,College of Charleston,school,
South Carolina,John Snyder,Furman University,school,
South Carolina,Luke Jacobus,Indiana University,school,
South Carolina,Pat McCafferty,Purdue University,school,
South Carolina,John Morse,Clemson University,school,
South Carolina,James Glover,South Carolina Department of Health and Environmental Control,state,
South Carolina,Bradley Goettle,Clemson University,school,
South Carolina,Chris Evans,South Carolina Department of Health and Environmental Control,state,
South Carolina,Bill Willis,Clemson University,school,
South Carolina,John Epler,Consultant,independent,
South Carolina,Harold Robinson,Smithosonian,federal,
South Carolina,Allen Norrbom,Smithosonian,federal,
South Carolina,Peter Adler,Clemson University,school,
South Carolina,Bruce Ezell,University of North Carolina,school,
South Carolina,Greg Courtney,Iowa State University,school,
South Carolina,Janet Ciegler,Consultant,independent,
South Carolina,Phil Harpootlian,Consultant,independent,
South Carolina,Don Bright,Agriculture Canada,federal,
South Carolina,Jim Lloyd,University of Florida,school,
South Carolina,David Smith,Smithosonian,federal,
South Carolina,Tim Davis,Clemson University,school,
South Carolina,Robert Wolff,Consultant,independent,
South Carolina,Albert Pittman,South Carolina Department of Natural Resources,state,
South Carolina,Katherine Boyle,South Carolina Department of Natural Resources,state,
South Carolina,Julie Holling,South Carolina Department of Natural Resources,state,
South Carolina,Herrick Brown,South Carolina Department of Natural Resources,state,
South Dakota,Eileen Dowd Stukel,"South Dakota Game, Fish and Parks",state,
South Dakota,Jon Haufler,Ecosystem Management Research Institute,ngo-nongame,
South Dakota,Casey Heimerl,"South Dakota Game, Fish and Parks",state,
South Dakota,Silka Kempema,"South Dakota Game, Fish and Parks",state,
South Dakota,John Lott,"South Dakota Game, Fish and Parks",state,
South Dakota,Carolyn Mehl,Ecosystem Management Research Institute,ngo-nongame,
South Dakota,Dave Ode,"South Dakota Game, Fish and Parks",state,
South Dakota,Chelsey Pasbrig,"South Dakota Game, Fish and Parks",state,
South Dakota,Chad Switzer,"South Dakota Game, Fish and Parks",state,
South Dakota,Nathan Baker,"South Dakota Game, Fish and Parks",state,
South Dakota,Andrew Burgess,"South Dakota Game, Fish and Parks",state,
South Dakota,Ruth Howell,"South Dakota Game, Fish and Parks",state,
South Dakota,Larry Gigliotti,"South Dakota Game, Fish and Parks",state,
South Dakota,Cynthia Longmire,"South Dakota Game, Fish and Parks",state,
South Dakota,Christopher Marsh,"South Dakota Game, Fish and Parks",state,
South Dakota,Chelsea Krause,"South Dakota Game, Fish and Parks",state,
South Dakota,Heather Berg,"South Dakota Game, Fish and Parks",state,
South Dakota,David Freidel,"South Dakota Game, Fish and Parks",state,
South Dakota,Anna Schmidt,US Fish and Wildlife Service USFWS,federal,
South Dakota,Michael Cotter,US Fish and Wildlife Service USFWS,federal,
South Dakota,Rick Schneider,Nebraska Game and Parks Commission,state,
South Dakota,Kristal Stoner,Nebraska Game and Parks Commission,state,
South Dakota,David Willis,South Dakota State University,school,
South Dakota,,,,Additional survey respondants listed in Appendicies g-k
South Dakota,,Bureau of Land Management,federal,
South Dakota,,Bureau of Reclamation,federal,
South Dakota,,Bureau of Indian Affairs,indigenous,
South Dakota,,US Forest Service USFS,federal,
South Dakota,,Badlands National Park,federal,
South Dakota,,Wind Cave National Park,federal,
South Dakota,,Jewel Cave National Park,federal,
South Dakota,,Cheyenne River Sioux Tribe,indigenous,
South Dakota,,Oglala Sioux Tribe,indigenous,
South Dakota,,Oglala Sioux Parks and Recreation Authority,indigenous,
South Dakota,,Standing Rock Sioux Tribe,indigenous,
South Dakota,,Crow Creek Sioux Tribe,indigenous,
South Dakota,,Lower Brule Sioux Tribe,indigenous,
South Dakota,,Sisseton-Wahpeton Oyate,indigenous,
South Dakota,,Flandreau Santee Sioux Tribe,indigenous,
South Dakota,,Rosebud Sioux Tribe,indigenous,
South Dakota,,Natural Resources Conservation Service NRCS,federal,
South Dakota,,National Park Service,federal,
South Dakota,,US Geological Survey USGS,federal,
South Dakota,,Prairie Pothole Joint Venture,partnership,
South Dakota,,Northern Great Plains Joint Venture,partnership,
South Dakota,,South Dakota Department of Environment and Natural Resources,state,
South Dakota,,South Dakota Department of Agriculture,state,
South Dakota,,South Dakota Department of Transportation,state,
South Dakota,,South Dakota Department of Tribal Relations,state,
South Dakota,,University of South Dakota,school,
South Dakota,,Black Hills State University,school,
South Dakota,,Northern State University,school,
South Dakota,,South Dakota Office of School and Public Lands,state,
South Dakota,,US Army Corps of Engineers,federal,
South Dakota,,South Dakota Governors Office,state,
South Dakota,,Northern Prairies Land Trust,ngo-nongame,
Tennessee,Bill Reeves,Tennessee Wildlife Resources Agency,state,
Tennessee,Sally Palmer,The Nature Conservancy,ngo-nongame,
Tennessee,Gregg Elliott,K Gregg Consulting,business,
Tennessee,Joseph Wisby,The Nature Conservancy,ngo-nongame,
Tennessee,Rob Colvin,Tennessee Wildlife Resources Agency,state,
Tennessee,Jeremy Dennison,Tennessee Wildlife Resources Agency,state,
Tennessee,Josh Campbell,Tennessee Wildlife Resources Agency,state,
Tennessee,Dustin Thames,Tennessee Wildlife Resources Agency,state,
Tennessee,Terry Hopkins,Tennessee Wildlife Resources Agency,state,
Tennessee,Chris Simpson,Tennessee Wildlife Resources Agency,state,
Tennessee,Daniel Istvanko,Tennessee Wildlife Resources Agency,state,
Tennessee,Scott Dykes,Tennessee Wildlife Resources Agency,state,
Tennessee,Chris Ogle,Tennessee Wildlife Resources Agency,state,
Tennessee,Bart Carter,Tennessee Wildlife Resources Agency,state,
Tennessee,Brian Flock,Tennessee Wildlife Resources Agency,state,
Tennessee,Pandy English,Tennessee Wildlife Resources Agency,state,
Tennessee,Jason Henegar,Tennessee Wildlife Resources Agency,state,
Tennessee,Scott Somershoe,Tennessee Wildlife Resources Agency,state,
Tennessee,Jeanette Jones,Tennessee Wildlife Resources Agency,state,
Tennessee,Chelsea Broach,Tennessee Wildlife Resources Agency,state,
Tennessee,Susan Lanier,Tennessee Wildlife Resources Agency,state,
Tennessee,Patty Glick,National Wildlife Federation,ngo-nongame,
Tennessee,Lindsay Gardner,Southeast Aquatic Resources Partnership,partnership,
Tennessee,Ed Carter,Tennessee Wildlife Resources Agency,state,
Tennessee,Bobby Wilson,Tennessee Wildlife Resources Agency,state,
Tennessee,Steve Patrick,Tennessee Wildlife Resources Agency,state,
Tennessee,Barry Sumners,Tennessee Wildlife Resources Agency,state,
Tennessee,Gray Anderson,Tennessee Wildlife Resources Agency,state,
Tennessee,Tim Churchill,Tennessee Wildlife Resources Agency,state,
Tennessee,Tim Cleveland,Tennessee Wildlife Resources Agency,state,
Tennessee,Frank Fiss,Tennessee Wildlife Resources Agency,state,
Tennessee,John Gregory,Tennessee Wildlife Resources Agency,state,
Tennessee,Mark Gudlin,Tennessee Wildlife Resources Agency,state,
Tennessee,Jim Habera,Tennessee Wildlife Resources Agency,state,
Tennessee,Jim Hamlington,Tennessee Wildlife Resources Agency,state,
Tennessee,Richard Kirk,Tennessee Wildlife Resources Agency,state,
Tennessee,John Mayer,Tennessee Wildlife Resources Agency,state,
Tennessee,David McKinney,Tennessee Wildlife Resources Agency,state,
Tennessee,John Mike,Tennessee Wildlife Resources Agency,state,
Tennessee,Kirk Miles,Tennessee Wildlife Resources Agency,state,
Tennessee,Alan Peterson,Tennessee Wildlife Resources Agency,state,
Tennessee,Daryl Ratajczak,Tennessee Wildlife Resources Agency,state,
Tennessee,David Rizzuto,Tennessee Wildlife Resources Agency,state,
Tennessee,Todd St John,Tennessee Wildlife Resources Agency,state,
Tennessee,Mark Thurman,Tennessee Wildlife Resources Agency,state,
Tennessee,Rick Bivens,Tennessee Wildlife Resources Agency,state,
Tennessee,Michael Clark,Tennessee Wildlife Resources Agency,state,
Tennessee,Don Hubbs,Tennessee Wildlife Resources Agency,state,
Tennessee,Jim Pipas,Tennessee Wildlife Resources Agency,state,
Tennessee,David Sims,Tennessee Wildlife Resources Agency,state,
Tennessee,Carl Williams,Tennessee Wildlife Resources Agency,state,
Tennessee,Steve Ahlstedt,US Geological Survey USGS,federal,
Tennessee,Fred Alsop,East Tennessee State University,school,
Tennessee,Katie Benson,Lincoln Memorial University,school,
Tennessee,Tom Blanchard,University of Tennessee,school,
Tennessee,Chris Brown,Tennessee Technological University,school,
Tennessee,Brian Butterfield,Freed Hardeman University,school,
Tennessee,Danny Bryan,Cumberland University,school,
Tennessee,Ron Caldwell,Lincoln Memorial University,school,
Tennessee,Brian Carver,Tennessee Technological University,school,
Tennessee,Todd Crabtree,Tennessee Department of Environment and Conservation,state,
Tennessee,Kristen Cecala,University of the South,school,
Tennessee,Vince Cobb,Middle Tennessee State University,school,
Tennessee,Dan Combs,Tennessee Technological University,school,
Tennessee,Michael Freake,Lee University,school,
Tennessee,Chris Gienger,Austin Peay State University,school,
Tennessee,Steve Hamilton,Austin Peay State University,school,
Tennessee,Andrew Henderson,Tennessee Valley Authority,utility,
Tennessee,Cory Holliday,The Nature Conservancy,ngo-nongame,
